,price,rating,screen_size,brand,tv_size,tv_type,resolution,pixels,hd,is_smart,led_type,resolution_type,screen_pixels,has_wifi,has_ethernet,num_speakers,speaker_output,processor_core,processor_ram,processor_inbuilt_storage,is_ultra_slim,viewing_angle,num_hdmi_ports,num_usb_ports
0,14999,53,32.0,acer,32in, QLED TV,1366x768pixels,missing,HD,1,QLED,missing,1366x768,1.0,1.0,2,30.0,4.0,1.5,16,1.0,178.0,2.0,2.0
1,9999,53,43.0,xiaomi,43in, LED TV,Full HD, 1920x1080pixels,Full HD,1,LED,missing,1920x1080,1.0,1.0,2,16.0,,1,8,0.0,178.0,2.0,2.0
2,31990,65,43.0,lg,43in, LED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,LED,4K Resolution,3840x2160,1.0,1.0,2,20.0,,,,,,3.0,2.0
3,38900,63,43.0,samsung,43in, LED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,LED,4K Resolution,3840x2160,1.0,1.0,2,20.0,,,,0.0,178.0,2.0,1.0
4,16249,48,32.0,lg,32in, LED TV,1366x768pixels,missing,HD,1,LED,missing,1366x768,1.0,1.0,2,16.0,,,,0.0,178.0,3.0,2.0
5,33950,67,43.0,lg,43in, LED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,LED,4K Resolution,3840x2160,1.0,1.0,2,20.0,,,,0.0,178.0,3.0,2.0
6,23999,72,43.0,xiaomi,43in, LED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,LED,4K Resolution,3840x2160,1.0,1.0,2,30.0,,2,16,0.0,178.0,3.0,2.0
7,6699,41,32.0,redmi,32in, LED TV,1366x768pixels,missing,HD,1,LED,missing,1366x768,1.0,0.0,2,20.0,4.0,1,8,,,1.0,2.0
8,9999,49,32.0,xiaomi,32in, LED TV,1366x768pixels,missing,HD,1,LED,missing,1366x768,1.0,1.0,2,20.0,,1,8,0.0,178.0,3.0,2.0
9,61990,68,55.0,samsung,55in, LED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,LED,4K Resolution,3840x2160,1.0,1.0,2,20.0,,,,0.0,178.0,3.0,1.0
10,15715,46,32.0,lg,32in, LED TV,Full HD, 1920x1080pixels,Full HD,1,LED,missing,1920x1080,1.0,0.0,2,6.0,,,,,,3.0,2.0
11,64490,72,55.0,sony,55in, LED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,LED,4K Resolution,3840x2160,1.0,1.0,2,10.0,,,16,,,3.0,2.0
12,14990,40,32.0,samsung,32in, LED TV,1366x768pixels,missing,HD,1,LED,missing,1366x768,1.0,0.0,2,20.0,,,,,,2.0,1.0
13,44990,67,55.0,lg,55in, LED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,LED,4K Resolution,3840x2160,1.0,1.0,2,20.0,,,,,,3.0,2.0
14,40990,69,65.0,xiaomi,65in, QLED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,QLED,4K Resolution,3840x2160,1.0,1.0,4,,,3,32,0.0,178.0,3.0,2.0
15,26999,64,43.0,redmi,43in, LED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,LED,4K Resolution,3840x2160,1.0,1.0,2,20.0,,,,0.0,178.0,3.0,2.0
16,33490,64,43.0,samsung,43in, LED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,LED,4K Resolution,3840x2160,1.0,0.0,2,20.0,,,,0.0,178.0,3.0,1.0
17,43290,73,55.0,tcl,55in, QLED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,QLED,4K Resolution,3840x2160,1.0,1.0,,56.0,4.0,2,16,1.0,,3.0,1.0
18,46540,64,43.0,sony,43in, LED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,LED,4K Resolution,3840x2160,1.0,1.0,2,20.0,,,,0.0,178.0,3.0,1.0
19,12999,50,32.0,xiaomi,32in, LED TV,1366x768pixels,missing,HD,1,LED,missing,1366x768,1.0,1.0,2,20.0,4.0,1.5,8,0.0,178.0,2.0,2.0
20,28999,72,43.0,acer,43in, QLED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,QLED,4K Resolution,3840x2160,1.0,1.0,2,30.0,4.0,2,16,0.0,178.0,3.0,2.0
21,42990,70,43.0,lg,43in, LED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,LED,4K Resolution,3840x2160,1.0,1.0,2,20.0,,,,1.0,178.0,3.0,2.0
22,11880,41,32.0,haier,32in, LED TV,missing,1366x768pixels,HD,1,LED,missing,1366x768,,,2,10.0,,,,,,3.0,2.0
23,8800000,79,292.0,samsung,292in, MicroLED TV,8K Resolution, 7680x4320pixels,Ultra HD,1,MicroLED,8K Resolution,7680x4320,1.0,0.0,,,,,,1.0,178.0,,
24,30990,68,43.0,haier,43in, LED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,LED,4K Resolution,3840x2160,1.0,1.0,2,20.0,,2,32,,,4.0,2.0
25,43990,76,55.0,tcl,55in, QLED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,QLED,4K Resolution,3840x2160,1.0,1.0,2,30.0,4.0,2,16,0.0,178.0,3.0,1.0
26,12499,49,32.0,xiaomi,32in, LED TV,1366x768pixels,missing,HD,1,LED,missing,1366x768,1.0,1.0,2,20.0,4.0,1,8,0.0,178.0,2.0,2.0
27,107340,75,65.0,sony,65in, LED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,LED,4K Resolution,3840x2160,1.0,0.0,2,10.0,,,32,,,4.0,2.0
28,83590,72,55.0,sony,55in, LED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,LED,4K Resolution,3840x2160,1.0,0.0,2,10.0,,,32,,,4.0,2.0
29,44230,67,43.0,samsung,43in, LED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,LED,4K Resolution,3840x2160,1.0,1.0,2,20.0,,,,0.0,178.0,3.0,2.0
30,16870,38,32.0,samsung,32in, LED TV,1366x768pixels,missing,missing,1,LED,missing,1366x768,1.0,0.0,2,20.0,,,,,,2.0,1.0
31,12890,53,32.0,oneplus,32in, LED TV,1366x768pixels,missing,HD,1,LED,missing,1366x768,1.0,1.0,2,24.0,,1,8,0.0,178.0,2.0,2.0
32,17999,65,50.0,xiaomi,50in, LED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,LED,4K Resolution,3840x2160,1.0,1.0,2,20.0,,1.5,8,0.0,178.0,3.0,2.0
33,13990,38,32.0,samsung,32in,missing,1366x768pixels,missing,HD,1,LED,missing,1366x768,1.0,0.0,2,20.0,,,,0.0,178.0,2.0,1.0
34,30990,68,55.0,xiaomi,55in, QLED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,QLED,4K Resolution,3840x2160,1.0,1.0,4,,,3,32,0.0,178.0,3.0,2.0
35,57390,73,55.0,lg,55in, LED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,LED,4K Resolution,3840x2160,1.0,1.0,2,20.0,,,,1.0,178.0,3.0,2.0
36,120999,83,90.0,xiaomi,90in, LED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,LED,4K Resolution,3840x2160,1.0,1.0,2,30.0,,4,64,0.0,178.0,3.0,2.0
37,49390,68,43.0,sony,43in, LED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,LED,4K Resolution,3840x2160,1.0,1.0,2,10.0,,,16,,,3.0,2.0
38,65000,70,55.0,samsung,55in, LED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,LED,4K Resolution,3840x2160,1.0,1.0,2,20.0,,,,0.0,178.0,3.0,2.0
39,72990,70,55.0,samsung,55in, QLED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,QLED,4K Resolution,3840x2160,1.0,1.0,2,20.0,,,,,,3.0,2.0
40,28200,46,43.0,samsung,43in, LED TV,Full HD, 1920x1080pixels,Full HD,1,LED,missing,1920x1080,1.0,0.0,2,20.0,,,,,,2.0,1.0
41,13990,54,32.0,tcl,32in, LED TV,Full HD, 1920x1080pixels,Full HD,1,LED,missing,1920x1080,1.0,1.0,2,24.0,,1.5,,0.0,178.0,2.0,1.0
42,27999,74,50.0,acer,50in, LED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,LED,4K Resolution,3840x2160,1.0,1.0,2,30.0,4.0,2,16,0.0,178.0,3.0,3.0
43,20490,43,32.0,panasonic,32in, LED TV,1366x768pixels,missing,HD,1,LED,missing,1366x768,1.0,1.0,2,20.0,,,,,,2.0,2.0
44,12400,53,32.0,tcl,32in, LED TV,Full HD, 1920x1080pixels,Full HD,1,LED,missing,1920x1080,1.0,1.0,2,24.0,4.0,1,8,0.0,178.0,2.0,1.0
45,31999,72,43.0,xiaomi,43in, LED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,LED,4K Resolution,3840x2160,1.0,1.0,2,30.0,,2,16,0.0,178.0,3.0,2.0
46,13990,43,32.0,haier,32in, LED TV,1366x768pixels,missing,HD,1,LED,missing,1366x768,1.0,0.0,2,10.0,,,,,,3.0,1.0
47,11999,51,32.0,redmi,32in, LED TV,1366x768pixels,missing,HD,1,LED,missing,1366x768,1.0,1.0,2,20.0,,1,8,0.0,178.0,2.0,2.0
48,11490,45,32.0,tcl,32in, LED TV,1366x768pixels,missing,HD,1,LED,missing,1366x768,1.0,0.0,2,24.0,,,,,,2.0,2.0
49,54990,76,86.0,xiaomi,86in, LED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,LED,4K Resolution,3840x2160,1.0,1.0,2,20.0,,2,16,0.0,178.0,3.0,2.0
50,25999,70,43.0,xiaomi,43in, LED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,LED,4K Resolution,3840x2160,1.0,1.0,2,30.0,4.0,2,8,0.0,178.0,3.0,2.0
51,50390,67,55.0,samsung,55in, LED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,LED,4K Resolution,3840x2160,1.0,1.0,2,20.0,,,,0.0,178.0,3.0,1.0
52,10999,50,32.0,acer,32in, LED TV,1366x768pixels,missing,HD,1,LED,missing,1366x768,1.0,1.0,2,24.0,4.0,1.5,8,0.0,178.0,2.0,2.0
53,23999,73,43.0,acer,43in, LED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,LED,4K Resolution,3840x2160,1.0,1.0,2,30.0,4.0,2,16,0.0,178.0,3.0,3.0
54,12999,53,32.0,acer,32in, LED TV,1366x768pixels,missing,HD,1,LED,missing,1366x768,1.0,1.0,2,30.0,4.0,1.5,16,0.0,178.0,2.0,2.0
55,42990,66,43.0,sony,43in, LED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,LED,4K Resolution,3840x2160,1.0,1.0,2,20.0,,,,0.0,178.0,3.0,1.0
56,32990,64,43.0,samsung,43in, LED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,LED,4K Resolution,3840x2160,1.0,1.0,2,20.0,,,,1.0,178.0,3.0,1.0
57,48490,66,50.0,samsung,50in, LED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,LED,4K Resolution,3840x2160,1.0,1.0,2,20.0,,,,0.0,178.0,3.0,1.0
58,15980,40,32.0,samsung,32in, LED TV,1366x728pixels,missing,HD,1,LED,missing,1366x728,1.0,0.0,2,20.0,,,,,,2.0,1.0
59,99999,45,27.0,"16""9 Ratio",lg,27in,missing,Wifi,27.0,1,0,missing,missing,0.0,0.0,,,,,,0.0,178.0,2.0,2.0
60,35990,62,43.0,samsung,43in, LED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,LED,4K Resolution,3840x2160,1.0,1.0,2,20.0,,,,,,3.0,1.0
61,9359,46,43.0,redmi,43in, LED TV,Full HD, 1920x1080pixels,Full HD,1,LED,missing,1920x1080,1.0,0.0,2,20.0,4.0,1,8,,,2.0,2.0
62,9999,45,32.0,infinix,32in, QLED TV,1366x768pixels,missing,HD,1,QLED,missing,1366x768,1.0,1.0,2,20.0,4.0,,,,,3.0,2.0
63,50999,70,55.0,hisense,55in, QLED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,QLED,4K Resolution,3840x2160,1.0,1.0,2,40.0,,3,8,1.0,,4.0,1.0
64,164700,76,65.0,sony,65in, LED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,LED,4K Resolution,3840x2160,1.0,1.0,2,30.0,,,,,,4.0,2.0
65,47999,71,65.0,motorola,65in, QLED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,QLED,4K Resolution,3840x2160,1.0,1.0,2,20.0,,2,,0.0,178.0,3.0,2.0
66,37990,67,43.0,panasonic,43in, LED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,LED,4K Resolution,3840x2160,1.0,1.0,2,20.0,,2,16,1.0,,3.0,2.0
67,33999,77,55.0,infinix,55in, QLED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,QLED,4K Resolution,3840x2160,1.0,1.0,2,36.0,,2,16,0.0,178.0,3.0,2.0
68,39999,76,55.0,vu,55in, LED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,LED,4K Resolution,3840x2160,1.0,1.0,5,104.0,,2,16,0.0,178.0,3.0,2.0
69,28990,65,43.0,lg,43in, LED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,LED,4K Resolution,3840x2160,1.0,1.0,2,20.0,,,,0.0,178.0,3.0,2.0
70,44990,69,55.0,samsung,55in, LED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,LED,4K Resolution,3840x2160,1.0,0.0,2,20.0,,,,0.0,178.0,3.0,1.0
71,13999,55,32.0,realme,32in, LED TV,Full HD, 1080x1920pixels,Full HD,1,LED,missing,1080x1920,1.0,0.0,4,24.0,,1,8,0.0,178.0,3.0,2.0
72,13490,45,32.0,lg,32in, LED TV,1366x768pixels,missing,HD,1,LED,missing,1366x768,1.0,1.0,2,10.0,4.0,1,4,0.0,180.0,2.0,1.0
73,14999,49,40.0,xiaomi,40in, LED TV,Full HD, 1920x1080pixels,Full HD,1,LED,missing,1920x1080,1.0,1.0,2,20.0,4.0,1,8,0.0,178.0,3.0,2.0
74,69990,68,55.0,samsung,55in, QLED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,QLED,4K Resolution,3840x2160,1.0,1.0,2,20.0,,,,,,3.0,2.0
75,11499000,88,110.0,samsung,110in, Micro LED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,LED,4K Resolution,3840x2160,1.0,0.0,,100.0,,,,,,6.0,3.0
76,21999,61,43.0,infinix,43in, QLED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,QLED,4K Resolution,3840x2160,1.0,1.0,2,20.0,4.0,,,,,3.0,2.0
77,35999,73,50.0,acer,50in, QLED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,QLED,4K Resolution,3840x2160,1.0,1.0,2,30.0,4.0,2,16,1.0,178.0,3.0,2.0
78,44990,65,43.0,lg,43in, LED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,LED,4K Resolution,3840x2160,1.0,1.0,,35.0,,,,0.0,178.0,3.0,1.0
79,154900,75,75.0,sony,75in, LED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,LED,4K Resolution,3840x2160,1.0,0.0,2,10.0,,,32,,,4.0,2.0
80,27549,71,43.0,tcl,43in, LED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,LED,4K Resolution,3840x2160,1.0,1.0,2,24.0,,2,16,0.0,178.0,3.0,1.0
81,37990,73,55.0,tcl,55in, LED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,LED,4K Resolution,3840x2160,1.0,1.0,2,30.0,,2,16,0.0,178.0,3.0,1.0
82,12999,52,32.0,realme,32in, LED TV,1366x768pixels,missing,HD,1,LED,missing,1366x768,1.0,1.0,2,24.0,,1,8,0.0,178.0,3.0,2.0
83,9999,50,32.0,infinix,32in, LED TV,1366x768pixels,missing,HD,1,LED,missing,1366x768,1.0,1.0,2,20.0,,1,8,0.0,178.0,2.0,2.0
84,60790,71,50.0,sony,50in, LED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,LED,4K Resolution,3840x2160,1.0,1.0,2,10.0,,,16,,,3.0,2.0
85,26990,48,43.0,samsung,43in, LED TV,Full HD, 1920x1080pixels,Full HD,1,LED,missing,1920x1080,1.0,1.0,2,20.0,,,,0.0,178.0,2.0,1.0
86,74990,68,55.0,lg,55in, QNED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,missing,4K Resolution,3840x2160,1.0,1.0,2,20.0,4.0,,,1.0,178.0,4.0,2.0
87,31999,75,55.0,acer,55in, LED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,LED,4K Resolution,3840x2160,1.0,1.0,2,30.0,4.0,2,16,0.0,178.0,3.0,3.0
88,17699,68,55.0,xiaomi,55in, LED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,LED,4K Resolution,3840x2160,1.0,1.0,2,20.0,,1.5,8,0.0,178.0,2.0,2.0
89,26670,48,32.0,sony,32in, LED TV,1366x768pixels,missing,HD,1,LED,missing,1366x768,1.0,1.0,2,20.0,,,,0.0,178.0,3.0,2.0
90,29999,71,43.0,oneplus,43in, LED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,LED,4K Resolution,3840x2160,1.0,1.0,2,24.0,,2,8,0.0,178.0,3.0,2.0
91,6499,47,32.0,huidi,32in, LED TV,1366x768pixels,missing,HD,1,LED,missing,1366x768,1.0,1.0,2,20.0,4.0,,,0.0,178.0,3.0,2.0
92,31999,75,55.0,nokia,55in, QLED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,QLED,4K Resolution,3840x2160,1.0,0.0,2,60.0,4.0,2,16,0.0,178.0,3.0,2.0
93,112990,81,85.0,tcl,85in, QLED TV,8K Resolution, 7680x4320pixels,Ultra HD,1,LED,8K Resolution,7680x4320,1.0,1.0,4,25.0,4.0,,16,0.0,178.0,3.0,2.0
94,37999,76,65.0,nokia,65in, LED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,LED,4K Resolution,3840x2160,1.0,0.0,2,48.0,,2,16,0.0,178.0,3.0,2.0
95,16490,44,32.0,samsung,32in, LED TV,1366x768pixels,missing,HD,1,LED,missing,1366x768,1.0,0.0,2,20.0,,,,0.0,178.0,2.0,1.0
96,13480,44,32.0,samsung,32in, LED TV,1366x768pixels,missing,HD,1,LED,missing,1366x768,1.0,0.0,2,20.0,,,,0.0,178.0,2.0,1.0
97,5000000,93,98.0,sony,98in, OLED TV,7680x4380pixels,missing,Ultra HD,1,missing,missing,7680x4380,1.0,1.0,,80.0,,,16,,,4.0,3.0
98,26999,72,43.0,acer,43in, LED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,LED,4K Resolution,3840x2160,1.0,1.0,2,76.0,,2,16,0.0,178.0,3.0,2.0
99,49990,64,50.0,samsung,50in, LED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,LED,4K Resolution,3840x2160,1.0,1.0,2,20.0,,,,,,3.0,1.0
100,87990,66,65.0,samsung,65in, LED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,LED,4K Resolution,3840x2160,1.0,0.0,2,20.0,,,,,,3.0,1.0
101,22999,61,43.0,onida,43in, LED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,LED,4K Resolution,3840x2160,1.0,1.0,2,24.0,,,,,,3.0,2.0
102,36990,69,50.0,haier,50in, LED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,LED,4K Resolution,3840x2160,1.0,1.0,2,20.0,,2,32,,,4.0,2.0
103,122800,74,55.0,sony,55in, LED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,LED,4K Resolution,3840x2160,1.0,1.0,2,30.0,,,,,,4.0,2.0
104,40999,75,55.0,acer,55in, QLED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,QLED,4K Resolution,3840x2160,1.0,1.0,2,30.0,4.0,2,16,1.0,178.0,3.0,2.0
105,188900,81,55.0,sony,55in, OLED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,missing,4K Resolution,3840x2160,1.0,1.0,,50.0,,,,,,4.0,2.0
106,64990,78,65.0,tcl,65in, QLED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,QLED,4K Resolution,3840x2160,1.0,1.0,,56.0,4.0,2,16,1.0,178.0,3.0,1.0
107,54990,76,65.0,tcl,65in, LED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,LED,4K Resolution,3840x2160,1.0,1.0,,56.0,,2,16,0.0,178.0,3.0,1.0
108,103900,76,55.0,samsung,55in, QLED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,QLED,4K Resolution,3840x2160,1.0,1.0,2,20.0,,,,1.0,178.0,4.0,2.0
109,31990,71,43.0,tcl,43in, QLED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,QLED,4K Resolution,3840x2160,1.0,1.0,2,30.0,4.0,2,16,0.0,178.0,3.0,1.0
110,87390,76,65.0,sony,65in, LED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,LED,4K Resolution,3840x2160,1.0,1.0,2,20.0,,,16,0.0,178.0,3.0,2.0
111,70290,65,43.0,sony,43in, LED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,LED,4K Resolution,3840x2160,1.0,0.0,2,10.0,,,,,,4.0,2.0
112,46999,75,55.0,xiaomi,55in, LED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,LED,4K Resolution,3840x2160,1.0,1.0,2,40.0,,2,16,0.0,178.0,3.0,2.0
113,23999,65,43.0,vu,43in, LED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,LED,4K Resolution,3840x2160,1.0,1.0,,50.0,4.0,2,16,,,3.0,2.0
114,24880,60,43.0,haier,43in, LCD TV,4K Resolution, 3840x2160pixels,Ultra HD,1,missing,4K Resolution,3840x2160,1.0,0.0,2,20.0,,,,,,3.0,1.0
115,37490,74,55.0,sansui,55in, QLED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,QLED,4K Resolution,3840x2160,1.0,1.0,2,20.0,,2,16,0.0,178.0,3.0,2.0
116,29999,72,43.0,vu,43in, LED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,LED,4K Resolution,3840x2160,1.0,1.0,3,84.0,,2,16,0.0,178.0,3.0,2.0
117,15499,54,43.0,infinix,43in, LED TV,Full HD, 1920x1080pixels,Full HD,1,LED,missing,1920x1080,1.0,1.0,2,20.0,4.0,1,4,0.0,178.0,2.0,2.0
118,129990,80,55.0,lg,55in, OLED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,missing,4K Resolution,3840x2160,1.0,1.0,4,60.0,,,,1.0,178.0,,3.0
119,50000,68,55.0,lg,55in, LED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,LED,4K Resolution,3840x2160,1.0,1.0,2,20.0,,,,0.0,178.0,3.0,2.0
120,114990,81,55.0,lg,55in, LED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,missing,4K Resolution,3840x2160,1.0,1.0,2,40.0,,,,0.0,178.0,4.0,3.0
121,14990,53,32.0,xiaomi,32in, LED TV,1366x768pixels,missing,HD,1,LED,missing,1366x768,1.0,1.0,2,24.0,4.0,1.5,8,0.0,178.0,2.0,2.0
122,41990,64,55.0,lg,55in, LED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,LED,4K Resolution,3840x2160,1.0,1.0,2,20.0,,,,0.0,178.0,1.0,1.0
123,8940,51,32.0,karbonn,32in, LED TV,1366x768pixels,missing,HD,1,LED,missing,1366x768,1.0,1.0,2,20.0,,1,8,0.0,178.0,2.0,2.0
124,8999,47,32.0,infinix,32in, LED TV,1366x768pixels,missing,HD,1,LED,missing,1366x768,1.0,1.0,2,20.0,4.0,,4,0.0,178.0,3.0,2.0
125,74690,74,55.0,sony,55in, LED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,LED,4K Resolution,3840x2160,1.0,1.0,2,20.0,,,16,0.0,178.0,4.0,2.0
126,34500,69,50.0,haier,50in, LED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,LED,4K Resolution,3840x2160,1.0,1.0,,20.0,,,,0.0,178.0,4.0,2.0
127,15990,49,32.0,haier,32in, LED TV,1366x768pixels,missing,missing,1,LED,missing,1366x768,1.0,1.0,2,20.0,,,,0.0,178.0,3.0,2.0
128,29999,74,50.0,nokia,50in, QLED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,QLED,4K Resolution,3840x2160,1.0,0.0,2,60.0,4.0,2,16,0.0,178.0,3.0,2.0
129,59999,80,55.0,tcl,55in, QLED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,QLED,4K Resolution,3840x2160,1.0,1.0,2,30.0,,3,32,0.0,178.0,3.0,2.0
130,9990,44,31.5,bush,31.5in, LED TV,1366x768pixels,missing,HD,1,LED,missing,1366x768,1.0,1.0,2,20.0,,,,0.0,178.0,2.0,2.0
131,5999900,98,98.0,samsung,98in, QLED TV,8K Resolution, 7680x4320pixels,Ultra HD,1,QLED,8K Resolution,7680x4320,1.0,1.0,4,40.0,,,,1.0,178.0,4.0,3.0
132,225999,82,65.0,sony,65in, OLED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,missing,4K Resolution,3840x2160,1.0,1.0,,60.0,,,,,,4.0,2.0
133,46990,66,55.0,panasonic,55in, LED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,LED,4K Resolution,3840x2160,1.0,1.0,2,20.0,,,,,,3.0,2.0
134,155999,80,55.0,sony,55in, OLED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,missing,4K Resolution,3840x2160,1.0,1.0,,60.0,,,,,,4.0,2.0
135,119990,75,42.0,lg,42in, OLED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,missing,4K Resolution,3840x2160,1.0,1.0,,40.0,,,,,,4.0,3.0
136,68990,76,65.0,tcl,65in, QLED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,QLED,4K Resolution,3840x2160,1.0,1.0,,56.0,4.0,2,16,0.0,178.0,3.0,1.0
137,47990,71,55.0,haier,55in, LED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,QLED,4K Resolution,3840x2160,1.0,1.0,2,30.0,,2,32,,,4.0,2.0
138,16550,48,32.0,panasonic,32in, LED TV,1366x768pixels,missing,HD,1,LED,missing,1366x768,1.0,1.0,2,20.0,,0.5,4,0.0,178.0,2.0,1.0
139,12999,49,32.0,redmi,32in, LED TV,1366x768pixels,missing,HD,1,LED,missing,1366x768,1.0,1.0,2,20.0,,1,8,0.0,179.0,2.0,2.0
140,12499,52,32.0,motorola,32in, LED TV,1366x768pixels,missing,HD,1,LED,missing,1366x768,1.0,1.0,2,20.0,4.0,1.5,8,0.0,178.0,3.0,2.0
141,37999,71,55.0,xiaomi,55in, LED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,LED,4K Resolution,3840x2160,1.0,1.0,2,30.0,,2,8,0.0,178.0,3.0,2.0
142,52990,72,50.0,lg,50in, LED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,LED,4K Resolution,3840x2160,1.0,1.0,2,20.0,,,,1.0,178.0,3.0,2.0
143,71990,71,65.0,lg,65in, LED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,LED,4K Resolution,3840x2160,1.0,1.0,2,20.0,,,,,,3.0,2.0
144,67999,72,65.0,hisense,65in, QLED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,QLED,4K Resolution,3840x2160,1.0,1.0,2,40.0,,3,8,1.0,,4.0,1.0
145,229999,76,55.0,lg,55in, OLED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,missing,4K Resolution,3840x2160,1.0,1.0,,,,,,,,4.0,3.0
146,32450,69,43.0,tcl,43in, QLED TV,4K Resolution, 3840x2160pixels,Ultra HD,1,QLED,4K Resolution,3840x2160,1.0,1.0,2,30.0,,2,16,1.0,,3.0,1.0
