,brand,tv_type,resolution,resolution_type,x_resolution,y_resolution,screen_size,processor_core,processor_ram,processor_inbuilt_storage,num_speakers,speaker_output,hd,has_wifi,has_ethernet,is_smart,is_ultra_slim,viewing_angle,num_hdmi_ports,num_usb_ports,rating,price
340,vu,led,4K Resolution,4K Resolution,3840,2160,55.0,,3.0,16.0,1.0,100.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,4.0,2.0,78.0,64999.0
341,oneplus,led,,missing,1366,768,32.0,,1.0,8.0,2.0,20.0,HD,1.0,1.0,1.0,0.0,178.0,2.0,2.0,52.0,15999.0
342,bpl,led,,missing,1366,768,32.0,,,,2.0,6.0,HD,1.0,0.0,1.0,0.0,178.0,3.0,2.0,43.0,11675.0
343,impex,led,,missing,1366,768,32.0,,1.0,8.0,2.0,20.0,HD,1.0,0.0,1.0,0.0,178.0,3.0,2.0,53.0,11999.0
344,kodak,led,4K Resolution,4K Resolution,3840,2160,43.0,,2.0,8.0,2.0,40.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,68.0,20999.0
345,huidi,led,,missing,1366,768,32.0,4.0,1.0,8.0,2.0,20.0,HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,52.0,7999.0
346,marq,led,,missing,1366,768,24.0,,,,2.0,20.0,HD,,,0.0,0.0,178.0,2.0,2.0,32.0,5499.0
347,candes,led,,missing,1366,768,32.0,,1.0,,2.0,20.0,HD,1.0,1.0,1.0,0.0,178.0,2.0,2.0,49.0,7449.0
348,thomson,led,4K Resolution,4K Resolution,3840,2160,50.0,,2.0,8.0,2.0,40.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,70.0,27999.0
349,bpl,led,4K Resolution,4K Resolution,3840,2160,55.0,,,,2.0,8.0,Ultra HD,1.0,0.0,1.0,0.0,178.0,3.0,1.0,67.0,35990.0
350,lg,led,4K Resolution,4K Resolution,3840,2160,55.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,4.0,2.0,75.0,64999.0
351,xiaomi,led,4K Resolution,4K Resolution,3840,2160,55.0,4.0,2.0,16.0,2.0,40.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,75.0,46999.0
352,lg,led,4K Resolution,4K Resolution,3840,2160,43.0,4.0,,8.0,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,2.0,1.0,66.0,41879.0
353,sony,oled,4K Resolution,4K Resolution,3840,2160,55.0,,,,3.0,30.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,4.0,3.0,80.0,124990.0
354,itel,led,4K Resolution,4K Resolution,3840,2160,55.0,,2.0,8.0,2.0,20.0,Ultra HD,1.0,0.0,1.0,0.0,178.0,3.0,2.0,69.0,46999.0
355,iffalcon,led,4K Resolution,4K Resolution,3840,2160,65.0,,2.0,16.0,2.0,24.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,80.0,106990.0
356,samsung,led,,missing,1366,768,32.0,,,,4.0,40.0,HD,1.0,0.0,1.0,0.0,178.0,2.0,1.0,48.0,21990.0
357,samsung,led,,missing,1366,768,32.0,,,,2.0,20.0,HD,1.0,0.0,1.0,0.0,178.0,2.0,1.0,46.0,19490.0
358,samsung,qled,4K Resolution,4K Resolution,3840,2160,50.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,4.0,2.0,72.0,64990.0
359,oneplus,led,4K Resolution,4K Resolution,3840,2160,50.0,,2.0,16.0,2.0,30.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,72.0,37999.0
360,oneplus,led,4K Resolution,4K Resolution,3840,2160,55.0,,2.0,16.0,4.0,30.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,72.0,42999.0
361,sansui,led,,missing,1366,768,32.0,,1.0,8.0,2.0,20.0,HD,1.0,1.0,1.0,0.0,178.0,2.0,2.0,52.0,9499.0
362,samsung,led,4K Resolution,4K Resolution,3840,2160,55.0,,,,2.0,20.0,Ultra HD,1.0,0.0,1.0,0.0,178.0,3.0,1.0,68.0,49990.0
363,samsung,led,4K Resolution,4K Resolution,3840,2160,43.0,,,,2.0,20.0,Ultra HD,1.0,0.0,1.0,0.0,178.0,3.0,1.0,64.0,33990.0
364,samsung,led,4K Resolution,4K Resolution,3840,2160,43.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,1.0,65.0,29990.0
365,vw,led,,missing,1366,768,32.0,,,,2.0,20.0,HD,1.0,0.0,1.0,0.0,178.0,2.0,2.0,43.0,7999.0
366,foxsky,led,Full HD,missing,1920,1080,32.0,,,,2.0,30.0,Full HD,1.0,0.0,1.0,0.0,178.0,2.0,2.0,46.0,7999.0
367,sansui,led,4K Resolution,4K Resolution,3840,2160,43.0,,2.0,8.0,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,68.0,25851.0
368,sansui,led,Full HD,missing,1920,1080,40.0,,1.0,8.0,2.0,20.0,Full HD,1.0,1.0,1.0,0.0,178.0,2.0,2.0,54.0,18999.0
369,nokia,led,4K Resolution,4K Resolution,3840,2160,50.0,,2.0,16.0,2.0,48.0,Ultra HD,1.0,0.0,1.0,0.0,178.0,3.0,2.0,72.0,27999.0
370,xiaomi,oled,4K Resolution,4K Resolution,3840,2160,82.0,,4.0,64.0,4.0,40.0,Ultra HD,1.0,1.0,1.0,1.0,178.0,3.0,2.0,83.0,108990.0
371,xiaomi,led,4K Resolution,4K Resolution,3840,2160,55.0,,1.5,8.0,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,66.0,25990.0
372,lg,led,,missing,1366,768,32.0,,,,2.0,10.0,HD,1.0,1.0,1.0,0.0,178.0,2.0,1.0,44.0,13490.0
373,thomson,led,,missing,1366,768,32.0,,1.0,8.0,2.0,24.0,HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,51.0,11499.0
374,kodak,led,4K Resolution,4K Resolution,3840,2160,43.0,,2.0,8.0,2.0,24.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,67.0,19499.0
375,oneplus,led,,missing,1366,768,32.0,,,,2.0,20.0,HD,1.0,1.0,1.0,0.0,178.0,2.0,2.0,46.0,14999.0
376,samsung,led,Full HD,missing,1920,1080,43.0,,,,2.0,20.0,Full HD,1.0,0.0,1.0,0.0,178.0,2.0,1.0,51.0,28990.0
377,samsung,,,missing,1366,768,32.0,,,,2.0,20.0,HD,,,1.0,0.0,178.0,2.0,1.0,29.0,12490.0
378,xiaomi,led,Full HD,missing,1920,1080,32.0,4.0,1.0,8.0,2.0,12.0,Full HD,1.0,1.0,1.0,0.0,178.0,2.0,2.0,52.0,10999.0
379,realme,led,,missing,1366,768,32.0,,1.0,8.0,4.0,24.0,HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,50.0,11999.0
380,xiaomi,led,4K Resolution,4K Resolution,3840,2160,55.0,,2.0,16.0,2.0,30.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,73.0,39999.0
381,redmi,led,4K Resolution,4K Resolution,3840,2160,98.0,,4.0,64.0,4.0,40.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,79.0,215999.0
382,xiaomi,led,Full HD,missing,1920,1080,40.0,4.0,1.0,8.0,2.0,20.0,Full HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,49.0,19999.0
383,lg,led,Full HD,missing,1920,1080,43.0,4.0,1.0,4.0,2.0,20.0,Full HD,1.0,1.0,1.0,0.0,178.0,2.0,1.0,56.0,29890.0
384,lg,led,,missing,1366,768,32.0,4.0,1.0,4.0,2.0,20.0,HD,1.0,1.0,1.0,0.0,178.0,2.0,1.0,52.0,17629.0
385,samsung,led,,missing,1366,768,24.0,,,,2.0,10.0,HD,,,0.0,0.0,178.0,2.0,2.0,34.0,15200.0
386,panasonic,oled,4K Resolution,4K Resolution,3840,2160,65.0,,2.0,16.0,2.0,20.0,Ultra HD,1.0,1.0,1.0,1.0,178.0,3.0,2.0,83.0,199989.0
387,panasonic,oled,4K Resolution,4K Resolution,3840,2160,55.0,,2.0,16.0,2.0,20.0,Ultra HD,1.0,1.0,1.0,1.0,178.0,3.0,2.0,82.0,140989.0
388,beethosol,led,,missing,1366,768,32.0,,,,2.0,24.0,HD,1.0,1.0,1.0,,,2.0,2.0,43.0,9199.0
389,limeberry,led,Full HD,missing,1920,1080,43.0,,1.0,8.0,2.0,24.0,Full HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,57.0,18149.0
390,intex,led,4K Resolution,4K Resolution,3840,2160,43.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,,,3.0,2.0,60.0,17999.0
391,sansui,led,,missing,1366,768,32.0,4.0,4.0,0.5,2.0,20.0,HD,1.0,1.0,1.0,,,3.0,2.0,48.0,11490.0
392,gangnam,led,,missing,1366,768,32.0,,,,2.0,24.0,HD,1.0,1.0,1.0,,,2.0,2.0,44.0,9199.0
393,gangnam,led,,missing,1366,768,32.0,,,,2.0,24.0,HD,1.0,1.0,1.0,,,1.0,2.0,43.0,8499.0
394,invanter,led,Full HD,missing,1920,1080,55.0,,1.0,8.0,2.0,24.0,Full HD,1.0,1.0,1.0,,,2.0,2.0,54.0,31490.0
395,invanter,led,4K Resolution,4K Resolution,3840,2160,43.0,,1.0,8.0,2.0,24.0,Ultra HD,1.0,1.0,1.0,,,2.0,2.0,63.0,22390.0
396,invanter,led,Full HD,missing,1920,1080,43.0,4.0,1.0,8.0,2.0,24.0,Full HD,1.0,1.0,1.0,,,2.0,2.0,52.0,18590.0
397,invanter,led,Full HD,missing,1920,1080,43.0,,,,2.0,24.0,Full HD,1.0,1.0,1.0,,,2.0,2.0,48.0,16490.0
398,inavnter,led,,missing,1366,768,32.0,,,,2.0,20.0,HD,1.0,1.0,1.0,,,2.0,2.0,44.0,11990.0
399,invanter,led,Full HD,missing,1920,1080,43.0,4.0,,,2.0,24.0,Full HD,1.0,1.0,1.0,,,2.0,2.0,48.0,17490.0
400,panasonic,led,,missing,1366,768,32.0,,,,2.0,20.0,HD,1.0,1.0,1.0,,,2.0,2.0,45.0,19980.0
401,limeberry,led,,missing,1920,1083,43.0,,1.0,16.0,2.0,24.0,Full HD,1.0,1.0,1.0,0.0,178.0,2.0,2.0,57.0,18149.0
402,invanter,led,Full HD,missing,1920,1080,50.0,,,,2.0,24.0,Full HD,1.0,1.0,1.0,,,2.0,2.0,50.0,24990.0
403,croma,led,4K Resolution,4K Resolution,3840,2160,43.0,4.0,2.0,16.0,2.0,20.0,Ultra HD,1.0,1.0,1.0,,,3.0,2.0,66.0,27990.0
404,iffalcon,qled,4K Resolution,4K Resolution,3840,2160,75.0,4.0,,,2.0,30.0,Ultra HD,1.0,1.0,1.0,,,3.0,2.0,67.0,85999.0
405,sansui,led,4K Resolution,4K Resolution,3840,2160,50.0,,2.0,16.0,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,70.0,27999.0
406,panwood,led,Full HD,missing,1920,1080,43.0,,,,2.0,20.0,Full HD,1.0,1.0,1.0,,,2.0,3.0,47.0,15437.0
407,croma,led,,missing,1366,768,32.0,,,,2.0,20.0,HD,1.0,0.0,1.0,,,3.0,2.0,40.0,8999.0
408,zytel,led,,missing,1366,768,24.0,,1.0,8.0,2.0,20.0,HD,1.0,1.0,1.0,,,2.0,2.0,47.0,7288.0
409,croma,led,4K Resolution,4K Resolution,3840,2160,50.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,,,3.0,2.0,61.0,35990.0
410,kevin,led,Full HD,missing,1920,1080,43.0,,,,2.0,20.0,Full HD,1.0,1.0,1.0,0.0,178.0,2.0,2.0,50.0,15499.0
411,lg,oled,4K Resolution,4K Resolution,3840,2160,43.0,,,,2.0,40.0,Ultra HD,1.0,1.0,1.0,,,4.0,3.0,78.0,124990.0
412,starshine,led,4K Resolution,4K Resolution,2160,3840,55.0,,,,2.0,20.0,Ultra HD,1.0,0.0,1.0,,,3.0,2.0,61.0,28800.0
413,croma,led,,missing,1366,768,32.0,,,,2.0,20.0,HD,0.0,1.0,1.0,,,2.0,2.0,32.0,7590.0
414,lg,oled,4K Resolution,4K Resolution,3840,2160,97.0,,,,,60.0,Ultra HD,1.0,1.0,1.0,,,4.0,2.0,88.0,2914599.0
415,samsung,led,4K Resolution,4K Resolution,3840,2160,65.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,,,3.0,1.0,67.0,74990.0
416,aiwa,led,4K Resolution,4K Resolution,3840,2160,43.0,,,,2.0,24.0,Ultra HD,1.0,1.0,1.0,,,2.0,2.0,57.0,18599.0
417,lg,oled,4K Resolution,4K Resolution,3840,2160,77.0,,,,,40.0,Ultra HD,1.0,1.0,1.0,,,4.0,3.0,86.0,519990.0
418,tcl,led,4K Resolution,4K Resolution,3840,2160,85.0,,,,,70.0,Ultra HD,1.0,1.0,1.0,,,3.0,2.0,74.0,91799.0
419,tcl,led,4K Resolution,4K Resolution,3840,2160,75.0,,,,,70.0,Ultra HD,1.0,1.0,1.0,,,3.0,2.0,72.0,68799.0
420,tcl,led,4K Resolution,4K Resolution,3840,2160,65.0,,,,,70.0,Ultra HD,1.0,1.0,1.0,,,3.0,2.0,70.0,50499.0
421,tcl,led,4K Resolution,4K Resolution,3840,2160,55.0,,,,,70.0,Ultra HD,1.0,1.0,1.0,,,3.0,2.0,67.0,36699.0
422,hisense,mini led,4K Resolution,4K Resolution,3840,2160,75.0,,,,,50.0,Ultra HD,1.0,1.0,1.0,,,4.0,3.0,74.0,226499.0
423,hisense,mini led,4K Resolution,4K Resolution,3840,2160,55.0,,,,,50.0,Ultra HD,1.0,1.0,1.0,,,4.0,3.0,71.0,126799.0
424,hisense,mini led,4K Resolution,4K Resolution,3840,2160,65.0,,,,,50.0,Ultra HD,1.0,1.0,1.0,,,4.0,3.0,73.0,171999.0
425,starshine,led,4K Resolution,4K Resolution,3840,2160,65.0,,,,,20.0,Ultra HD,1.0,1.0,1.0,,,3.0,2.0,66.0,49500.0
426,westinghouse,led,4K Resolution,4K Resolution,3840,2160,55.0,,2.0,8.0,2.0,48.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,70.0,29999.0
427,xiaomi,led,4K Resolution,4K Resolution,3840,2160,65.0,,2.0,8.0,2.0,30.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,72.0,61999.0
428,xiaomi,led,4K Resolution,4K Resolution,3840,2160,50.0,,2.0,8.0,2.0,30.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,70.0,34999.0
429,lg,oled,4K Resolution,4K Resolution,3840,2160,83.0,,,,,40.0,Ultra HD,1.0,1.0,1.0,,,4.0,3.0,87.0,799990.0
430,samsung,mini led,4K Resolution,4K Resolution,3840,2160,89.0,,,,,,Ultra HD,1.0,0.0,1.0,1.0,178.0,4.0,3.0,84.0,8311799.0
431,redmi,led,4K Resolution,4K Resolution,3840,2160,65.0,,1.5,8.0,2.0,20.0,Ultra HD,1.0,1.0,1.0,,,2.0,2.0,62.0,22899.0
432,xiaomi,led,Full HD,missing,1920,1080,43.0,4.0,1.5,8.0,2.0,20.0,Full HD,1.0,1.0,1.0,0.0,178.0,2.0,2.0,54.0,24999.0
433,xiaomi,led,Full HD,missing,1920,1080,40.0,4.0,1.5,8.0,2.0,20.0,Full HD,1.0,1.0,1.0,0.0,178.0,2.0,2.0,54.0,22999.0
434,gangnam,led,,missing,1366,768,32.0,4.0,1.0,8.0,2.0,24.0,HD,1.0,1.0,1.0,,,2.0,2.0,46.0,7299.0
435,,,,,,,,,,,,,,,,,,,,,,
436,,,,,,,,,,,,,,,,,,,,,,
437,lg,oled,4K Resolution,4K Resolution,3840,2160,48.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,72.0,85990.0
438,panasonic,led,,missing,1366,768,43.0,,1.5,16.0,2.0,20.0,HD,1.0,1.0,1.0,,,3.0,2.0,53.0,28990.0
439,panasonic,led,4K Resolution,4K Resolution,3840,2160,65.0,,2.0,16.0,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,75.0,72990.0
440,tcl,qd mini led,4K Resolution,4K Resolution,3840,2160,85.0,,4.0,64.0,7.0,90.0,Ultra HD,1.0,0.0,1.0,0.0,,,,62.0,194499.0
441,tcl,qd mini led,4K Resolution,4K Resolution,3840,2160,65.0,,4.0,64.0,7.0,90.0,Ultra HD,1.0,0.0,1.0,0.0,,,,60.0,102999.0
442,tcl,qd mini led,4K Resolution,4K Resolution,3840,2160,75.0,,4.0,64.0,7.0,90.0,Ultra HD,1.0,0.0,1.0,0.0,,,,61.0,137299.0
443,lloyd,qled,4K Resolution,4K Resolution,3840,2160,50.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,,,3.0,2.0,63.0,39999.0
444,huidi,led,4K Resolution,4K Resolution,3840,2160,55.0,,1.0,8.0,2.0,20.0,Ultra HD,1.0,1.0,1.0,,,3.0,2.0,65.0,26999.0
445,hisense,led,4K Resolution,4K Resolution,3840,2160,74.41,4.0,,,2.0,36.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,75.0,99999.0
446,sansui,led,4K Resolution,4K Resolution,3840,2160,75.0,,2.0,32.0,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,77.0,74999.0
447,nu,led,4K Resolution,4K Resolution,3840,2160,43.0,4.0,1.5,,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,65.0,22990.0
448,samsung,qled,8K Resolution,8K Resolution,7680,4320,98.0,,,,,120.0,Ultra HD,1.0,1.0,1.0,,,4.0,3.0,94.0,3199999.0
449,lg,oled,4K Resolution,4K Resolution,3840,2160,97.0,,,,,60.0,Ultra HD,1.0,1.0,1.0,1.0,178.0,4.0,3.0,90.0,2845999.0
450,westinghouse,led,,missing,1366,768,32.0,,1.0,8.0,2.0,36.0,HD,1.0,1.0,1.0,,,3.0,2.0,48.0,9999.0
451,westinghouse,led,Full HD,missing,1920,1080,40.0,,1.0,8.0,2.0,36.0,Full HD,1.0,1.0,1.0,,,3.0,2.0,52.0,14999.0
452,onida,led,Full HD,missing,1920,1080,43.0,,1.5,8.0,,300.0,Full HD,1.0,1.0,1.0,,,3.0,2.0,56.0,28990.0
453,onida,led,4K Resolution,4K Resolution,3840,2160,50.0,,,,2.0,24.0,Ultra HD,1.0,1.0,1.0,,,3.0,2.0,62.0,30999.0
454,onida,led,,missing,1366,768,32.0,,1.5,8.0,2.0,20.0,HD,1.0,1.0,1.0,,,2.0,2.0,48.0,12999.0
455,onida,led,4K Resolution,4K Resolution,3840,2160,75.0,,,,2.0,24.0,Ultra HD,1.0,1.0,1.0,,,3.0,2.0,70.0,89999.0
456,panwood,led,,missing,1366,768,32.0,,,,2.0,20.0,HD,1.0,0.0,1.0,,,2.0,2.0,40.0,8150.0
457,panwood,led,,missing,1366,768,24.0,,,,2.0,10.0,HD,1.0,0.0,1.0,0.0,178.0,2.0,2.0,41.0,6887.0
458,impex,led,Full HD,missing,1920,1080,32.0,4.0,1.5,8.0,2.0,12.0,Full HD,1.0,1.0,1.0,,,3.0,2.0,52.0,16990.0
459,panwood,led,,missing,1366,768,32.0,,,,2.0,20.0,HD,0.0,1.0,0.0,,,2.0,2.0,32.0,7077.0
460,sony,mini led,4K Resolution,4K Resolution,3840,2160,85.0,,,,,60.0,Ultra HD,1.0,1.0,1.0,,,4.0,2.0,72.0,569990.0
461,huidi,led,4K Resolution,4K Resolution,3840,2160,50.0,,1.0,8.0,2.0,20.0,Ultra HD,1.0,1.0,1.0,,,3.0,2.0,65.0,23999.0
462,haier,led,4K Resolution,4K Resolution,3840,2160,65.0,,2.0,32.0,2.0,30.0,Ultra HD,1.0,1.0,1.0,,,4.0,2.0,74.0,59990.0
463,westinghouse,led,4K Resolution,4K Resolution,3840,2160,50.0,,2.0,8.0,2.0,48.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,69.0,26999.0
464,vw,qled,4K Resolution,4K Resolution,3840,2160,50.0,,1.5,8.0,2.0,30.0,Ultra HD,1.0,1.0,1.0,,,3.0,2.0,66.0,28999.0
465,sony,led,4K Resolution,4K Resolution,3840,2160,85.0,,,,2.0,20.0,Ultra HD,1.0,0.0,1.0,,,4.0,2.0,74.0,337240.0
466,t-series,led,,missing,1366,768,32.0,,,,2.0,20.0,HD,1.0,1.0,1.0,,,3.0,2.0,44.0,10990.0
467,hisense,qled,4K Resolution,4K Resolution,3840,2160,50.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,,,3.0,2.0,67.0,49999.0
468,hisense,qled,4K Resolution,4K Resolution,3840,2160,75.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,,,3.0,2.0,71.0,74999.0
469,hisense,qled,4K Resolution,4K Resolution,3840,2160,43.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,,,3.0,2.0,65.0,42999.0
470,toshiba,mini led,4K Resolution,4K Resolution,3840,2160,65.0,,,,2.0,50.0,Ultra HD,1.0,1.0,1.0,,,3.0,2.0,66.0,74999.0
471,croma,led,4K Resolution,4K Resolution,3840,2160,65.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,,,2.0,2.0,64.0,64990.0
472,hisense,led,4K Resolution,4K Resolution,3840,2160,50.0,4.0,2.0,16.0,2.0,24.0,Ultra HD,1.0,1.0,1.0,,,3.0,2.0,71.0,36999.0
473,samsung,oled,4K Resolution,4K Resolution,3840,2160,83.0,,,,,40.0,Ultra HD,1.0,1.0,1.0,,,4.0,2.0,82.0,510999.0
474,samsung,led,,missing,1366,768,32.0,,,,2.0,20.0,HD,1.0,1.0,1.0,,,2.0,1.0,43.0,18490.0
475,cenit,led,Full HD,missing,1920,1080,32.0,,,,2.0,20.0,Full HD,1.0,1.0,1.0,,,2.0,2.0,44.0,8899.0
476,kodak,led,4K Resolution,4K Resolution,3840,2160,55.0,,2.0,16.0,2.0,40.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,72.0,32999.0
477,coocaa,led,4K Resolution,4K Resolution,3840,2160,65.0,,,,,,Ultra HD,1.0,0.0,1.0,,,2.0,2.0,62.0,36999.0
478,coocaa,led,4K Resolution,4K Resolution,3840,2160,75.0,,,,,,Ultra HD,1.0,0.0,1.0,,,2.0,2.0,63.0,45499.0
479,coocaa,led,4K Resolution,4K Resolution,3840,2160,50.0,,,,,,Ultra HD,1.0,0.0,1.0,,,2.0,2.0,60.0,22799.0
480,sony,led,4K Resolution,4K Resolution,3840,2160,98.0,,,32.0,4.0,40.0,Ultra HD,1.0,1.0,1.0,1.0,178.0,4.0,2.0,86.0,1999999.0
481,hisense,laser,4K Resolution,4K Resolution,3840,2160,100.0,,,,2.0,30.0,Ultra HD,1.0,1.0,1.0,1.0,,2.0,2.0,66.0,357399.0
482,croma,led,4K Resolution,4K Resolution,3840,2160,55.0,,2.0,,2.0,20.0,Ultra HD,1.0,1.0,1.0,,,3.0,2.0,66.0,39990.0
483,infinix,qled,,missing,1366,768,32.0,,,,2.0,20.0,HD,1.0,1.0,1.0,,,2.0,1.0,41.0,11999.0
484,lloyd,qled,4K Resolution,4K Resolution,3840,2160,55.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,,,3.0,2.0,65.0,44999.0
485,lloyd,qled,4K Resolution,4K Resolution,3840,2160,42.91,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,,,3.0,2.0,62.0,29999.0
486,toshiba,mini led,4K Resolution,4K Resolution,3840,2160,55.0,,,,2.0,50.0,Ultra HD,1.0,1.0,1.0,,,3.0,2.0,62.0,54999.0
487,hisense,qled,4K Resolution,4K Resolution,3840,2160,75.0,,,,,,Ultra HD,1.0,1.0,1.0,,,3.0,2.0,76.0,115999.0
488,hisense,qled,4K Resolution,4K Resolution,3840,2160,50.0,,,,,,Ultra HD,1.0,1.0,1.0,,,3.0,2.0,69.0,59999.0
489,hisense,led,4K Resolution,4K Resolution,3840,2160,55.0,4.0,2.0,16.0,2.0,24.0,Ultra HD,1.0,1.0,1.0,,,3.0,2.0,72.0,43999.0
490,haier,qled,4K Resolution,4K Resolution,3840,2160,65.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,,,4.0,2.0,75.0,105990.0
491,haier,led,4K Resolution,4K Resolution,3840,2160,55.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,4.0,2.0,68.0,55990.0
492,haier,qled,4K Resolution,4K Resolution,3840,2160,54.72,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,,,4.0,2.0,70.0,65990.0
493,sansui,led,4K Resolution,4K Resolution,3840,2160,86.0,,,,2.0,30.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,78.0,179999.0
494,vw,led,Full HD,missing,1920,1080,43.0,4.0,,,2.0,20.0,Full HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,51.0,14499.0
495,lg,oled,4K Resolution,4K Resolution,3840,2160,65.0,,,,2.0,40.0,Ultra HD,1.0,1.0,1.0,,,4.0,3.0,82.0,259990.0
496,lg,led,4K Resolution,4K Resolution,3840,2160,75.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,1.0,178.0,3.0,2.0,79.0,127990.0
497,lg,oled,4K Resolution,4K Resolution,3840,2160,55.0,,,,2.0,40.0,Ultra HD,1.0,1.0,1.0,,,4.0,3.0,80.0,189990.0
498,lg,led,4K Resolution,4K Resolution,3840,2160,70.0,,,,2.0,20.0,Ultra HD,1.0,1.0,1.0,1.0,178.0,3.0,2.0,79.0,100990.0
499,croma,led,Full HD,missing,1920,1080,43.0,4.0,1.5,8.0,2.0,20.0,Full HD,1.0,1.0,1.0,0.0,178.0,2.0,2.0,55.0,23990.0
500,samsung,oled,4K Resolution,4K Resolution,3840,2160,77.0,,,,,40.0,Ultra HD,1.0,1.0,1.0,,,4.0,2.0,82.0,459990.0
501,acer,led,4K Resolution,4K Resolution,3840,2160,75.0,,2.0,16.0,,40.0,Ultra HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,79.0,94999.0
502,hisense,laser,4K Resolution,4K Resolution,3840,2160,100.0,,,,,40.0,Ultra HD,1.0,0.0,1.0,,,3.0,,62.0,446599.0
503,hisense,laser,4K Resolution,4K Resolution,3840,2160,120.0,,,,,40.0,Ultra HD,1.0,1.0,1.0,,,3.0,2.0,73.0,499999.0
504,limeberry,qled,4K Resolution,4K Resolution,3840,2160,50.0,,2.0,16.0,2.0,10.0,Ultra HD,1.0,1.0,1.0,1.0,178.0,3.0,2.0,74.0,49499.0
505,samsung,qled,4K Resolution,4K Resolution,3840,2160,98.0,,,,2.0,40.0,Ultra HD,1.0,1.0,1.0,1.0,178.0,4.0,2.0,86.0,999990.0
506,impex,qled,4K Resolution,4K Resolution,3840,2160,55.12,,1.5,8.0,2.0,12.0,Ultra HD,1.0,0.0,1.0,0.0,178.0,3.0,2.0,72.0,46990.0
507,kodak,led,Full HD,missing,1920,1080,40.0,,1.0,8.0,2.0,30.0,Full HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,55.0,16999.0
508,kodak,led,Full HD,missing,1920,1080,43.0,,1.0,8.0,2.0,30.0,Full HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,57.0,19499.0
509,kodak,led,Full HD,missing,1080,1920,42.0,,2.0,16.0,2.0,30.0,Full HD,1.0,1.0,1.0,0.0,178.0,3.0,2.0,59.0,16999.0
